,2008 [YR2008],2012 [YR2012]
559,0.48775,0.57
618,0.017958697,0.018038797
753,0.109626758,0.103449047
1030,0.001,0.001
1896,0.961008129,0.961115967
1955,0.185894395,0.364101466
2090,0.019715,0.0176
2690,0.936987706,0.93159019
3233,0.8388,0.82
3292,0.10594054,0.1502909
3427,0.023561884,0.022539065
5966,0.851265495,1.36669459
6101,0.003705902,0.003314731
7244,0.506545088,0.522977327
7303,0.040400291,0.070770575
7438,0.184799882,0.18000302
7715,0.021033171,0.021900321
8038,0.9182146,0.9182146
8581,0.979252806,0.980166797
8640,0.366,0.46
8775,0.011428196,0.010083554
9918,0.980296476,0.985176405
9977,0.28624195,0.383046117
10112,0.015504135,0.013964826
10389,0.004006118,0.004028237
11255,0.9709,0.985
11314,0.063601328,0.075853123
11449,0.018042556,0.012755815
11726,0.001,0.001
12592,0.96690758,0.974618548
12651,0.325077372,0.383203257
13386,0.9626131,0.9626131
13988,0.716925,0.798
14123,0.00517,0.0047
15325,0.725346231,0.86004613
15460,0.00427,0.0038
16060,0.838802302,0.857920901
16603,0.79755,0.814
16662,0.16022614,0.213828337
16797,0.043617614,0.037700056
17074,0.001442604,0.001434345
17940,0.977185127,0.980477615
17999,0.2765,0.3
18134,0.018068122,0.017393562
18411,0.035213938,0.036685609
19336,0.352414792,0.436706732
19471,0.010636723,0.010085639
20614,0.816733207,0.833043688
20673,0.0232,0.042
20808,0.056305,0.0462
21085,0.001,0.001
21951,0.998,0.998
22010,0.60085,0.669
22145,0.019917701,0.018899129
22422,0.009211633,0.009976767
23288,0.996,0.996
23347,0.21975,0.302
23435,5.75E-05,-1.16E-05
23482,0.00737778,0.005563192
23759,0.00354139,0.004079737
24082,0.985068514,0.983108186
24684,0.671326623,0.774849396
24819,0.00466889,0.00449627
25419,0.984040392,0.980332881
25962,0.942837143,0.971171429
26021,0.113344047,0.131648326
26156,0.020246539,0.019469885
26433,0.016625543,0.015916941
27299,0.729849955,0.750999794
27358,0.019467655,0.025135332
27493,0.105782156,0.100206036
27770,0.012622405,0.01181126
28695,0.772437042,0.877034104
29973,0.93915,0.965
30032,0.068310938,0.101250481
30167,0.05275,0.0457
30444,0.001368056,0.001416667
31310,0.854644142,0.874127075
31369,0.132933168,0.233949633
31504,0.050115132,0.043757407
31781,0.003,0.003
32647,0.989228359,0.993669348
32706,0.304740321,0.397078403
32841,0.008421933,0.007496475
33984,0.96284697,0.965730208
34043,0.057315971,0.068615092
34178,0.062919769,0.065160473
34455,0.245908256,0.241297737
35321,0.961206881,0.968181249
35380,0.351210902,0.459924515
35515,0.019069927,0.015996681
36717,0.46300873,0.521609524
36852,0.008447679,0.008306806
37452,0.974885106,0.992184174
37995,0.995944286,0.995742857
38054,0.365765512,0.50579933
38189,0.013944575,0.012998554
38789,0.58406268,0.7091513
39332,0.7397,0.782
39391,0.008287528,0.011109532
39526,0.134702655,0.114089329
39803,0.01135,0.009
40669,0.739931429,0.746914286
40728,0.006887763,0.006186126
40863,0.121867503,0.114240061
41140,0.014494459,0.014492902
41463,0.93971475,0.946023568
42006,0.868755796,0.882334445
42065,0.092415205,0.127061462
42200,0.025926946,0.02454471
42477,0.002737026,0.002430197
42800,0.990608006,1.032307917
43343,0.6036,0.66
43402,0.005384487,0.006952851
43537,0.050239428,0.038496143
43814,0.009463505,0.008250363
44680,0.696937986,0.721316476
44739,0.036561697,0.07101905
44874,0.113064534,0.106894111
45151,0.048370282,0.046269417
46017,0.998,0.998
46076,0.7372,0.756
46211,0.005829098,0.005406426
47354,0.952595453,0.958862823
47413,0.56875,0.745
48148,0.5706524,0.555266061
48691,0.660004601,0.671132388
48750,0.00405462,0.005287018
48885,0.14842,0.1409
50028,0.485231429,0.496914286
50087,0.010018658,0.014195272
50222,0.16835149,0.161183694
50499,0.030860474,0.028023062
52159,0.9492944,0.9492944
52702,0.975921364,0.983351152
52761,0.376375723,0.439195643
52896,0.009146168,0.009973392
53173,0.002863045,0.002721307
54039,0.892228594,0.91807715
54098,0.211737236,0.478839489
54186,0.000331712,0.000213096
54233,0.019015103,0.016660904
54833,0.934747466,0.932137108
55376,0.907768771,0.910548175
55435,0.256607666,0.354513416
55570,0.020126621,0.018599796
55847,0.005,0.005
56772,0.027020464,0.03432522
56907,0.088279226,0.082963417
57184,0.001,0.001
58050,0.4543,0.459
58109,0.004131074,0.005753384
58244,0.165916821,0.157214365
58521,0.013,0.013
59387,0.731637558,0.745086951
59446,0.032483187,0.050148473
59581,0.108129165,0.10103292
59858,0.032889299,0.0298557
60724,0.960736927,0.964183858
60783,0.300753602,0.361324318
60918,0.01038338,0.010271305
61195,0.003,0.003
62061,0.791655045,0.796985888
62120,0.02048295,0.029763912
62255,0.122519214,0.114565567
62532,0.039785501,0.030747923
62855,0.9901691,0.9888719
63398,0.985,0.985
63457,0.438465051,0.536821867
63592,0.006002848,0.005302577
64192,0.991179906,0.976322002
64735,0.927519454,0.933012864
64794,0.120349794,0.127805743
64882,0.000214501,0.000243746
64929,0.006465581,0.006685782
65206,0.001,0.001
66866,0.9934184,0.9934184
67468,0.429530854,0.508457787
67603,0.004112708,0.003217539
68746,0.998,0.998
68805,0.555024867,0.684184003
68940,0.004487349,0.00359723
69540,0.969980919,0.966499009
70142,0.856610717,0.879426385
70277,0.004456012,0.003873979
71420,0.89485,0.916
71479,0.018412748,0.026412684
71614,0.092062185,0.085433231
71891,0.018785908,0.015089743
72816,0.412521446,0.447868397
72951,0.013615291,0.013513822
73551,0.893475473,0.856235399
74094,0.828169254,0.817278842
74153,0.194682322,0.260056869
74288,0.03095,0.0286
74565,0.009471566,0.008021499
75431,0.839869491,0.853218984
75490,0.1314,0.216
75625,0.026530196,0.024588389
75902,0.006001416,0.006004701
76768,0.986238619,0.994332086
76827,0.173169783,0.219699
76962,0.026086213,0.023034546
77239,0.001,0.001
77562,0.944212844,0.96043115
78105,0.886149947,0.902612149
78164,0.065065,0.0794
78299,0.019562814,0.017680539
78576,0.006907752,0.005572918
79501,0.017377773,0.023909116
79636,0.115149745,0.106556897
79913,0.05695,0.064
80236,0.372355853,0.331461537
80838,0.004337783,0.005197459
80973,0.061863543,0.055824107
81250,0.009038075,0.005472762
81573,0.95457446,0.9335194
82116,0.991,0.991
82175,0.67646718,0.733837902
82310,0.005509903,0.003990989
83453,0.4327,0.475
83512,0.004086147,0.005482219
83647,0.089695199,0.073415871
83924,0.01905,0.012
84849,0.802833607,0.958416647
85584,0.997121792,0.986868634
86127,0.954554593,0.967019713
86186,0.116206827,0.142340697
86321,0.022317038,0.022324355
86598,0.001,0.001
86921,0.975234633,0.97697204
87523,0.833275828,0.925380744
87658,0.003435,0.0032
88258,0.990134583,0.982873324
88860,0.730107399,0.980318766
88995,0.004335,0.0041
90197,0.311464614,0.397326243
91475,0.89755,0.914
91534,0.061804834,0.076753683
91669,0.073049955,0.066112287
91946,0.05441136,0.052705832
92269,0.782334699,0.790460509
92812,0.876157125,0.890581885
92871,0.070347027,0.097168019
93006,0.085014736,0.076436997
93283,0.014244427,0.014927078
94149,0.954375362,0.973664525
94208,0.087365301,0.104593696
94343,0.023189515,0.02135795
94620,0.001368056,0.001416667
94943,0.997487876,0.997544924
95545,0.774367908,0.851596902
95680,0.004435,0.0042
96280,0.726940758,0.779095722
96823,0.8171,0.85
96882,0.045331086,0.070499752
97017,0.081626677,0.075169839
97294,0.01735,0.015
98160,0.998,0.998
98219,0.404417753,0.53235405
98354,0.004705,0.004
99556,0.624622132,0.667591919
100834,0.967,0.967
100893,0.23282565,0.268710692
101028,0.014370392,0.013956332
102171,0.996,0.996
102230,0.467923911,0.491131698
103508,0.918881429,0.932914286
103567,0.077629162,0.094999293
103702,0.037263283,0.034188932
103979,0.007826889,0.006622761
104302,0.709277675,0.760849818
104845,0.704574286,0.728342857
104904,0.008456741,0.010830198
105039,0.120527617,0.110494042
105316,0.016457728,0.017359829
105595,0.044712311,0.039056303
106182,0.654630849,0.698790753
106241,0.023055086,0.026610454
106376,0.146525,0.1383
106653,0.03965,0.042
107519,0.9405,0.964
107578,0.138276443,0.138441313
107713,0.039691101,0.037933795
107990,0.012460665,0.013817713
108856,0.62265,0.625
108915,0.077394501,0.096897698
109050,0.084305,0.0789
109327,0.023,0.023
109650,0.945391597,0.939420593
110193,0.865805983,0.883181461
110252,0.104262125,0.135931968
110387,0.02725691,0.024985557
110664,0.00635,0.004
110987,0.961556626,0.961189863
111589,0.673668946,0.766916995
112324,0.9663615,0.9663615
112926,0.579634593,0.748236583
113061,0.007547125,0.007216951
114263,0.935642821,1.042813022
114398,0.002702895,0.002323808
115541,0.883539332,0.90718153
115600,0.042489494,0.062015766
115735,0.067561327,0.0619039
116012,0.003,0.002682974
116335,0.993648429,1.022105226
116878,0.824926786,0.839123627
116937,0.064404631,0.088056058
117072,0.037154421,0.033901041
117349,0.003148647,0.003854707
118215,0.953384281,0.954799067
118274,0.099936443,0.119610079
118409,0.021953301,0.019446507
118686,0.001,0.001
119552,0.8326,0.842
119611,0.009474825,0.009599505
119746,0.038179622,0.035597778
120346,0.9986051,0.9986051
120889,0.998,0.998
120948,0.659235102,0.831514889
121083,0.004438104,0.003813895
123622,0.557384282,0.904752643
123757,0.004979053,0.004687135
124959,0.4261,0.4919
125094,0.004135,0.0039
126237,0.931863817,0.930727463
126296,0.24155,0.352
126431,0.019146981,0.017786988
126708,0.018838105,0.017592415
127031,1.001185145,1.00075112
127633,0.773085624,0.844642064
127768,0.003435,0.0032
128368,0.995146012,0.994979103
128911,0.962706562,0.961269032
128970,0.221752425,0.300395809
129105,0.02185911,0.020392184
129705,0.988047773,0.9893315
130248,0.933321018,0.931614743
130307,0.042607032,0.054528042
130442,0.026659705,0.021965818
131585,0.5822,0.601
131644,0.09261058,0.128080779
131779,0.087504573,0.07787331
132056,0.062875605,0.057833387
132922,0.639092654,0.655018561
132981,0.06975,0.105
133116,0.065176316,0.063203188
134259,0.985909604,0.982676492
134453,0.032757135,0.032542592
135053,0.9936807,0.9936807
135596,0.975390809,0.987649887
135655,0.777517505,0.828214
135790,0.0046882,0.003704828
138270,0.99,0.99
138329,0.370544337,0.465957959
138464,0.011350289,0.011404061
139064,0.953688518,0.952059247
139607,0.87115,0.897
139666,0.153650004,0.201915401
139801,0.035479166,0.029746473
140078,0.001,0.001
140401,0.835900812,0.835017788
140944,0.6263,0.678
141003,0.018994849,0.028962405
141138,0.08727,0.0774
141415,0.002,0.002
142281,0.984,0.984
142340,0.636850677,0.785427562
142475,0.010630927,0.009904325
143075,0.8930916,0.8930916
143677,0.21171,0.2996
143812,0.01140429,0.009166297
144412,0.7515594,0.7515594
144955,0.805296967,0.809986003
145014,0.037238052,0.047653293
145149,0.115877038,0.08413719
145426,0.226958637,0.254732209
146292,0.69715,0.723
146351,0.006641224,0.01071742
146486,0.095505408,0.085203169
146763,0.014919787,0.011138856
147823,0.0192749,0.015026143
149025,0.65270776,0.653449487
149760,1.000027812,0.987442322
150303,0.940581429,0.949914286
150362,0.540121551,0.688791775
150497,0.008411138,0.007230117
151699,0.8273633,0.965338308
151834,0.002846241,0.002142231
153036,0.50232623,0.607375676
153771,0.935724115,0.951801846
154314,0.993,0.993
154373,0.391026031,0.492350914
154508,0.012057356,0.01117491
155651,0.4525,0.476
155710,0.006813705,0.007947869
155845,0.070113601,0.063358705
156122,0.006023427,0.004354577
156988,0.769285831,0.813703835
157047,0.013173374,0.025880463
157182,0.098421988,0.083148774
157459,0.120940016,0.111772458
158325,0.99665,0.999
158384,0.581403569,0.671394391
158519,0.00810488,0.008215276
158796,0.004000795,0.004003604
159662,0.976984607,0.984419108
159721,0.197213707,0.320909416
159856,0.017128518,0.013654389
160133,0.001,0.001
160999,0.592687472,0.63495665
161058,0.009394472,0.012701298
161193,0.151912476,0.142352035
161470,0.011786062,0.010314391
162395,0.477869408,0.563184718
162530,0.006820331,0.006900307
163673,0.939687143,0.942171429
163732,0.041058522,0.046693177
163867,0.039526944,0.03939594
164467,0.75580526,0.794392116
165010,0.481537143,0.505171429
165069,0.018053282,0.036312344
165204,0.095096394,0.088448207
165481,0.006092857,0.006428571
165804,0.969751394,0.970460316
166347,0.996172931,0.997535051
166406,0.22508,0.3078
166541,0.016387113,0.017448733
166818,0.012441629,0.013576618
167141,0.944599,0.944599
167684,0.927474498,0.94003815
167743,0.220465726,0.26517258
167878,0.018099512,0.017059799
168155,0.003,0.003
169021,0.894286283,0.891934924
169080,0.143024453,0.167656524
169215,0.043818489,0.040698149
169815,0.892135146,0.857709817
170358,0.95295,0.96
170417,0.20989079,0.229380569
170505,0.000148352,0.000125074
170552,0.02049655,0.01800202
170829,0.006236616,0.00652917
171754,0.673761552,0.785214262
171889,0.004250683,0.004011224
172489,0.971845532,0.959204178
173032,0.79345,0.824
173091,0.099048556,0.131762564
173226,0.03472281,0.028531111
173503,0.001,0.001
173826,0.971671822,0.970669067
174369,0.980163324,0.980524321
174428,0.320935004,0.369941596
174563,0.008458864,0.006247574
175163,0.89587499,0.928837979
175706,0.816057728,0.826359828
175765,0.236837308,0.300756505
175900,0.036647579,0.03330668
176177,0.001,0.001
176500,0.877215726,0.975312773
177043,0.46255,0.479
177102,0.009535796,0.011111365
177237,0.112880593,0.088301004
177514,0.115296103,0.120188002
178380,0.7904,0.828
178439,0.002506725,0.003719475
178574,0.06077,0.0556
178851,0.007034763,0.005924197
179174,0.883535268,0.891867467
179717,0.873988857,0.898424914
179776,0.051033147,0.060711671
179911,0.055622125,0.055048625
180188,0.142404279,0.156631499
181054,0.843379121,0.866073267
181113,0.01584597,0.022158324
181248,0.051700969,0.04517093
181525,0.004,0.004
181848,0.996736543,0.997543008
