,2008 [YR2008],2012 [YR2012]
559,0.486,0.57
618,0.019,0.019
753,0.109770853,0.103449047
1030,0.001,0.001
1896,0.960935208,0.959623072
1955,0.182917899,0.313144877
2090,0.01976,0.0176
2690,0.939139886,0.951369905
3233,0.8392,0.82
3292,0.105066201,0.150302328
3427,0.023603278,0.022539065
5966,0.840298918,1.36669459
6101,0.003712121,0.00331222
7244,0.5062,0.523
7303,0.039754115,0.070770575
7438,0.1847,0.1751
7715,0.021051164,0.021813834
8038,0.9182146,0.9182146
8581,0.979176471,0.979882353
8640,0.364,0.46
8775,0.0115,0.0103
9918,0.980214894,0.985074471
9977,0.289582914,0.410049253
10112,0.015534586,0.013964826
10389,0.004105882,0.004529412
11255,0.9706,0.985
11314,0.062337728,0.070838505
11449,0.019289907,0.014334491
11726,0.001,0.001
12592,0.966941176,0.974705882
12651,0.319905882,0.363529412
13386,0.9626131,0.9626131
13988,0.7152,0.798
14123,0.00518,0.0047
15325,0.727916298,0.864781488
15460,0.00428,0.0038
16060,0.8345841,0.8345841
16603,0.7972,0.814
16662,0.158502316,0.210911578
16797,0.043768352,0.038667702
17074,0.002,0.002
17940,0.977015298,0.980343459
17999,0.274233153,0.281862354
18134,0.018078267,0.017393562
18411,0.035181016,0.036648182
19336,0.340713407,0.387167035
19471,0.010649283,0.010085639
20614,0.816405151,0.834025757
20673,0.0228,0.042
20808,0.05652,0.0462
21085,0.001,0.001
21951,0.998,0.998
22010,0.595479322,0.625131574
22145,0.019931724,0.018899129
22422,0.009247059,0.010235294
23288,0.996,0.996
23347,0.218,0.302
23435,6.00E-05,6.00E-05
23482,0.007425897,0.005788191
23759,0.003,0.003
24082,0.983898846,0.979787442
24684,0.667143173,0.758115865
24819,0.004671283,0.00449627
25419,0.989611585,0.989611585
25962,0.942270588,0.971352941
26021,0.112432941,0.127764705
26156,0.02028979,0.019701752
26433,0.016649465,0.01580652
27299,0.7294,0.751
27358,0.019412874,0.025464371
27493,0.105998913,0.100206036
27770,0.012662828,0.011838658
28695,0.770211573,0.877034104
29973,0.9386,0.965
30032,0.067610096,0.101250481
30167,0.0529,0.0457
30444,0.001433333,0.001433333
31310,0.8538,0.873
31369,0.130783881,0.233949633
31504,0.050260122,0.043757407
31781,0.003,0.003
32647,0.9892,0.994
32706,0.303165478,0.399027391
32841,0.008462117,0.007691899
33984,0.962960159,0.966216311
34043,0.056815235,0.068042351
34178,0.062872095,0.065160473
34455,0.246125979,0.242706167
35321,0.961064868,0.968602951
35380,0.347025127,0.457725591
35515,0.019141471,0.015996681
36717,0.461761905,0.521609524
36852,0.008457693,0.008378108
37452,0.957555458,0.958642101
37995,0.995894118,0.995470588
38054,0.3775854,0.539430798
38189,0.013971915,0.012998554
38789,0.576007015,0.649685254
39332,0.738305882,0.779529412
39391,0.008154617,0.010773087
39526,0.135194758,0.114089329
39803,0.0114,0.009
40669,0.739764706,0.746823529
40728,0.006897223,0.006195268
40863,0.122085387,0.114240061
41140,0.014636087,0.013696097
41463,0.9402675,0.9402675
42006,0.8686,0.883
42065,0.091678051,0.127061462
42200,0.025971027,0.02454471
42477,0.003,0.003
42800,0.992528172,1.030044059
43343,0.6024,0.66
43402,0.005072941,0.005764706
43537,0.050463187,0.038845185
43814,0.0094,0.007
44680,0.69646052,0.721445413
44739,0.035198566,0.058792828
44874,0.113244185,0.106894111
45151,0.0484,0.046
46017,0.998,0.998
46076,0.735917713,0.745593886
46211,0.005834552,0.005406426
47354,0.952487205,0.958898795
47413,0.538352941,0.611764705
48148,0.554891324,0.554891324
48691,0.66,0.672
48750,0.004067087,0.005431927
48885,0.14858,0.1409
50028,0.484964706,0.496823529
50087,0.010069317,0.016457606
50222,0.168509067,0.161183694
50499,0.0314,0.029
52159,0.9492944,0.9492944
52702,0.976192402,0.984962009
52761,0.37167058,0.422352898
52896,0.009142617,0.009973392
53173,0.002947142,0.002735709
54039,0.8916,0.918
54098,0.192861084,0.324305422
54186,0.000366,0.000366
54233,0.019090864,0.016660904
54833,0.943618121,0.964883403
55376,0.907811765,0.911058824
55435,0.256749953,0.411749765
55570,0.020155342,0.018599796
55847,0.005,0.005
56772,0.0268,0.034
56907,0.088388516,0.082963417
57184,0.001,0.001
58050,0.4542,0.459
58109,0.004097017,0.005751046
58244,0.166069373,0.157214365
58521,0.012743147,0.011715733
59387,0.7316,0.746
59446,0.03210733,0.050148473
59581,0.108242306,0.10103292
59858,0.0328,0.028
60724,0.960892247,0.964461234
60783,0.294023524,0.334117618
60918,0.010384659,0.010271305
61195,0.003,0.003
62061,0.791505678,0.796671937
62120,0.019786659,0.026933295
62255,0.122686967,0.114565567
62532,0.0396,0.03
62855,0.9905279,0.9905279
63398,0.985,0.985
63457,0.439778608,0.534143053
63592,0.00602,0.0053
64192,0.9865396,0.9865396
64735,0.927430769,0.933153846
64794,0.123124577,0.143251888
64882,0.0002704,0.0002704
64929,0.006460537,0.006685782
65206,0.001,0.001
66866,0.9934184,0.9934184
67468,0.42208942,0.479647098
67603,0.00412,0.0034
68746,0.998,0.998
68805,0.552062189,0.683110946
68940,0.004503027,0.003590497
69540,0.973358136,0.976996919
70142,0.843826056,0.833455331
70277,0.004467088,0.003873979
71420,0.8944,0.916
71479,0.018299753,0.026698764
71614,0.092187515,0.085375732
71891,0.0188,0.014
72816,0.406316245,0.412270771
72951,0.013621807,0.013513822
73551,0.854071793,0.854071793
74094,0.828415412,0.817343717
74153,0.19305993,0.258899652
74288,0.031,0.0286
74565,0.00967072,0.008857901
75431,0.839423529,0.853117647
75490,0.1296,0.216
75625,0.026574027,0.024588389
75902,0.006141176,0.006705882
76768,0.985941176,0.993705882
76827,0.172177863,0.219689317
76962,0.026171889,0.023034546
77239,0.001,0.001
77562,0.953693093,1.003409466
78105,0.8856,0.9
78164,0.06476,0.0794
78299,0.019619521,0.017680539
78576,0.006947407,0.005654133
79501,0.017238808,0.023909116
79636,0.115436396,0.106781979
79913,0.056607406,0.063422059
80236,0.374949614,0.338368398
80838,0.004324848,0.005224241
80973,0.062004809,0.055824107
81250,0.009069272,0.006194863
81573,0.955452174,0.952035272
82116,0.991,0.991
82175,0.675376042,0.733904539
82310,0.005526233,0.003926448
83453,0.4318,0.475
83512,0.004056444,0.005482219
83647,0.090057107,0.073415871
83924,0.0192,0.012
84849,0.793592522,0.885296666
85584,0.9961792,0.9961792
86127,0.954458824,0.968294118
86186,0.112824623,0.128209875
86321,0.022315728,0.022324355
86598,0.001,0.001
86921,0.975985683,0.983366127
87523,0.836169028,0.949645139
87658,0.00344,0.0032
88258,0.991249527,0.983342136
88860,0.77622,1.2375
88995,0.00434,0.0041
90197,0.306792215,0.390361074
91475,0.897054903,0.914941205
