,2008 [YR2008],2012 [YR2012]
559,0.48775,0.57875
618,0.017958697,0.017958697
753,0.109626758,0.102778134
1030,0.001,0.001
1896,0.961008129,0.961125631
1955,0.185894395,0.381913159
2090,0.019715,0.017375
2690,0.936987706,0.930972465
3233,0.8388,0.818
3292,0.10594054,0.154939149
3427,0.023561884,0.022408987
5966,0.851265495,1.421527473
6101,0.003705902,0.003274291
7244,0.506545088,0.524725438
7303,0.040400291,0.074001456
7438,0.184799882,0.179411605
7715,0.021033171,0.021975348
8038,0.9182146,0.9182146
8581,0.979252806,0.98026403
8640,0.366,0.47
8775,0.011428196,0.009940516
9918,0.980296476,0.985691105
9977,0.28624195,0.393344433
10112,0.015504135,0.013803562
10389,0.004006118,0.00403059
11255,0.9709,0.9865
11314,0.063601328,0.077156505
11449,0.018042556,0.012060466
11726,0.001,0.001
12592,0.96690758,0.975420094
12651,0.325077372,0.389386862
13386,0.9626131,0.9626131
13988,0.716925,0.806625
14123,0.00517,0.00465
15325,0.725346231,0.873908307
15460,0.00427,0.00375
16060,0.838802302,0.859865634
16603,0.79755,0.81575
16662,0.16022614,0.219530698
16797,0.043617614,0.037066727
17074,0.001442604,0.001387207
17940,0.977185127,0.98085075
17999,0.2765,0.3025
18134,0.018068122,0.017326359
18411,0.035213938,0.036826076
19336,0.352414792,0.44567396
19471,0.010636723,0.010026109
20614,0.816733207,0.834797329
20673,0.0232,0.044
20808,0.056305,0.045125
21085,0.001,0.001
21951,0.998,0.998
22010,0.60085,0.67625
22145,0.019917701,0.018799057
22422,0.009211633,0.010058165
23288,0.996,0.996
23347,0.21975,0.31075
23435,5.75E-05,-1.75E-05
23482,0.00737778,0.005368458
23759,0.00354139,0.004169715
24082,0.985068514,0.982875835
24684,0.671326623,0.785720179
24819,0.00466889,0.004479292
25419,0.984040392,0.979548254
25962,0.942837143,0.974185714
26021,0.113344047,0.13356902
26156,0.020246539,0.019384042
26433,0.016625543,0.015826686
27299,0.729849955,0.753249777
27358,0.019467655,0.025738276
27493,0.105782156,0.099506539
27770,0.012622405,0.011712199
28695,0.772437042,0.888161451
29973,0.93915,0.96775
30032,0.068310938,0.104754688
30167,0.05275,0.04495
30444,0.001368056,0.001368056
31310,0.854644142,0.876220998
31369,0.132933168,0.244696066
31504,0.050115132,0.043070524
31781,0.003,0.003
32647,0.989228359,0.994141794
32706,0.304740321,0.406901603
32841,0.008421933,0.007404515
33984,0.96284697,0.966041059
34043,0.057315971,0.069933016
34178,0.062919769,0.065398846
34455,0.245908256,0.240739215
35321,0.961206881,0.968946354
35380,0.351210902,0.472518225
35515,0.019069927,0.015663071
36717,0.46300873,0.527843651
36852,0.008447679,0.008290706
37452,0.974885106,0.995140556
37995,0.995944286,0.995721429
38054,0.365765512,0.51991594
38189,0.013944575,0.0128901
38789,0.58406268,0.7224586
39332,0.7397,0.7865
39391,0.008287528,0.011410326
39526,0.134702655,0.11183844
39803,0.01135,0.00875
40669,0.739931429,0.747657143
40728,0.006887763,0.006118303
40863,0.121867503,0.113368399
41140,0.014494459,0.014450644
41463,0.93971475,0.94650324
42006,0.868755796,0.883778982
42065,0.092415205,0.130747234
42200,0.025926946,0.024381769
42477,0.002737026,0.002382714
42800,0.990608006,1.036404476
43343,0.6036,0.666
43402,0.005384487,0.007123922
43537,0.050239428,0.037270821
43814,0.009463505,0.008104559
44680,0.696937986,0.723926183
44739,0.036561697,0.074495638
44874,0.113064534,0.106185287
45151,0.048370282,0.046041869
46017,0.998,0.998
46076,0.7372,0.758
46211,0.005829098,0.005365295
47354,0.952595453,0.959518058
47413,0.56875,0.76375
48148,0.5706524,0.552836024
48691,0.660004601,0.672310086
48750,0.00405462,0.005414423
48885,0.14842,0.1401
50028,0.485231429,0.498157143
50087,0.010018658,0.014672191
50222,0.16835149,0.160415669
50499,0.030860474,0.02769165
52159,0.9492944,0.9492944
52702,0.975921364,0.984130415
52761,0.376375723,0.445878613
52896,0.009146168,0.010046175
53173,0.002863045,0.002698082
54039,0.892228594,0.92083358
54098,0.211737236,0.505409446
54186,0.000331712,0.000200353
54233,0.019015103,0.016382646
54833,0.934747466,0.931623383
55376,0.907768771,0.910843857
55435,0.256607666,0.365889534
55570,0.020126621,0.018441446
55847,0.005,0.005
56772,0.027020464,0.035102322
56907,0.088279226,0.082402035
57184,0.001,0.001
58050,0.4543,0.4595
58109,0.004131074,0.0059245
58244,0.165916821,0.156323895
58521,0.013,0.013
59387,0.731637558,0.746510864
59446,0.032483187,0.052027759
59581,0.108129165,0.100318996
59858,0.032889299,0.029510342
60724,0.960736927,0.964532513
60783,0.300753602,0.367768011
60918,0.01038338,0.01026058
61195,0.003,0.003
62061,0.791655045,0.797568045
62120,0.02048295,0.030744238
62255,0.122519214,0.113721031
62532,0.039785501,0.029810249
62855,0.9901691,0.9887339
63398,0.985,0.985
63457,0.438465051,0.547023689
63592,0.006002848,0.005227792
64192,0.991179906,0.975470536
64735,0.927519454,0.933597269
64794,0.120349794,0.128714555
64882,0.000214501,0.000246309
64929,0.006465581,0.006709597
65206,0.001,0.001
66866,0.9934184,0.9934184
67468,0.429530854,0.51685427
67603,0.004112708,0.003127334
68746,0.998,0.998
68805,0.555024867,0.697924337
68940,0.004487349,0.003505332
69540,0.969980919,0.966128593
70142,0.856610717,0.881853584
70277,0.004456012,0.003813477
71420,0.89485,0.91825
71479,0.018412748,0.027263741
71614,0.092062185,0.084736
71891,0.018785908,0.014680555
72816,0.412521446,0.451628711
72951,0.013615291,0.013498307
73551,0.893475473,0.85415109
74094,0.828169254,0.816135413
74153,0.194682322,0.267011608
74288,0.03095,0.02835
74565,0.009471566,0.007856624
75431,0.839869491,0.8546539
75490,0.1314,0.225
75625,0.026530196,0.024379088
75902,0.006001416,0.006005092
76768,0.986238619,0.995193094
76827,0.173169783,0.224648917
76962,0.026086213,0.022687425
77239,0.001,0.001
77562,0.944212844,0.962028413
78105,0.886149947,0.904329828
78164,0.065065,0.080925
78299,0.019562814,0.017462251
78576,0.006907752,0.005453994
79501,0.017377773,0.02460394
79636,0.115149745,0.105636638
79913,0.05695,0.06475
80236,0.372355853,0.32625669
80838,0.004337783,0.005288914
80973,0.061863543,0.055167782
81250,0.009038075,0.005095493
81573,0.95457446,0.9312795
82116,0.991,0.991
82175,0.67646718,0.739832727
82310,0.005509903,0.003831905
83453,0.4327,0.4795
83512,0.004086147,0.005630737
83647,0.089695199,0.071667193
83924,0.01905,0.01125
84849,0.802833607,0.974968034
85584,0.997121792,0.986092753
86127,0.954554593,0.968354689
86186,0.116206827,0.145120896
86321,0.022317038,0.022326385
86598,0.001,0.001
86921,0.975234633,0.977253268
87523,0.833275828,0.935179139
87658,0.003435,0.003175
88258,0.990134583,0.982040301
88860,0.730107399,1.006936997
88995,0.004335,0.004075
90197,0.311464614,0.406611764
91475,0.89755,0.91575
91534,0.061804834,0.078343986
91669,0.073049955,0.065396644
91946,0.05441136,0.052431318
92269,0.782334699,0.79195556
92812,0.876157125,0.892130375
92871,0.070347027,0.100094489
93006,0.085014736,0.075523414
93283,0.014244427,0.015004335
94149,0.954375362,0.975719902
94208,0.087365301,0.106426504
94343,0.023189515,0.021162779
94620,0.001368056,0.001368056
94943,0.997487876,0.997487876
95545,0.774367908,0.859929977
95680,0.004435,0.004175
96280,0.726940758,0.783708616
96823,0.8171,0.8535
96882,0.045331086,0.073166398
97017,0.081626677,0.074500659
97294,0.01735,0.01475
98160,0.998,0.998
98219,0.404417753,0.546816887
98354,0.004705,0.003925
99556,0.624622132,0.672332912
100834,0.967,0.967
100893,0.23282565,0.272528249
101028,0.014370392,0.013911026
102171,0.996,0.996
102230,0.467923911,0.493600611
103508,0.918881429,0.934407143
103567,0.077629162,0.096832567
103702,0.037263283,0.033854676
103979,0.007826889,0.006507991
104302,0.709277675,0.766279095
104845,0.704574286,0.730871429
104904,0.008456741,0.011082693
105039,0.120527617,0.109393546
105316,0.016457728,0.017473148
105595,0.044712311,0.038560995
106182,0.654630849,0.703439982
106241,0.023055086,0.026989407
106376,0.146525,0.137425
106653,0.03965,0.04225
107519,0.9405,0.9665
107578,0.138276443,0.138478089
107713,0.039691101,0.037744944
107990,0.012460665,0.013969189
108856,0.62265,0.62525
108915,0.077394501,0.098972506
109050,0.084305,0.078325
109327,0.023,0.023
109650,0.945391597,0.940317509
110193,0.865805983,0.885029916
110252,0.104262125,0.139426299
110387,0.02725691,0.024734353
110664,0.00635,0.00375
