,2008 [YR2008],2012 [YR2012]
559,0.4825,0.57
618,0.018198998,0.018038797
753,0.110059044,0.103449047
1030,0.001,0.001
1896,0.961006253,0.961115967
1955,0.177694416,0.364101466
2090,0.01985,0.0176
2690,0.93745275,0.93159019
3233,0.84,0.82
3292,0.103303163,0.1502909
3427,0.023686065,0.022539065
5966,0.818365765,1.36669459
6101,0.003727617,0.003314731
7244,0.505496221,0.522977327
7303,0.038461763,0.070770575
7438,0.185330679,0.18000302
7715,0.021025516,0.021900321
8038,0.9182146,0.9182146
8581,0.979194466,0.980166797
8640,0.36,0.46
8775,0.011513997,0.010083554
9918,0.97999729,0.985176405
9977,0.28006296,0.383046117
10112,0.015595488,0.013964826
10389,0.004004706,0.004028237
11255,0.97,0.985
11314,0.062819299,0.075853123
11449,0.01874812,0.012755815
11726,0.001,0.001
12592,0.966467369,0.974618548
12651,0.321367209,0.383203257
13386,0.9626131,0.9626131
13988,0.71175,0.798
14123,0.0052,0.0047
15325,0.718043255,0.86004613
15460,0.0043,0.0038
16060,0.837828871,0.857920901
16603,0.7965,0.814
16662,0.156804723,0.213828337
16797,0.044005857,0.037700056
17074,0.001571234,0.001434345
17940,0.976911636,0.980477615
17999,0.275,0.3
18134,0.018098555,0.017393562
18411,0.035164567,0.036685609
19336,0.347034455,0.436706732
19471,0.010674402,0.010085639
20614,0.815640929,0.833043688
20673,0.022,0.042
20808,0.05695,0.0462
21085,0.001,0.001
21951,0.998,0.998
22010,0.5965,0.669
22145,0.01995977,0.018899129
22422,0.009162795,0.009976767
23288,0.996,0.996
23347,0.2145,0.302
23435,5.80E-05,-1.16E-05
23482,0.007498292,0.005563192
23759,0.003416454,0.004079737
24082,0.985259565,0.983108186
24684,0.665112787,0.774849396
24819,0.00467607,0.00449627
25419,0.985357624,0.980332881
25962,0.941028571,0.971171429
26021,0.112249267,0.131648326
26156,0.02030503,0.019469885
26433,0.016711956,0.015916941
27299,0.728499966,0.750999794
27358,0.019105889,0.025135332
27493,0.106432428,0.100206036
27770,0.012709542,0.01181126
28695,0.765760634,0.877034104
29973,0.9375,0.965
30032,0.066208414,0.101250481
30167,0.0532,0.0457
30444,0.001513889,0.001416667
31310,0.853341648,0.874127075
31369,0.126485308,0.233949633
31504,0.050550101,0.043757407
31781,0.003,0.003
32647,0.988944891,0.993669348
32706,0.2988464,0.397078403
32841,0.008463026,0.007496475
33984,0.962651515,0.965730208
34043,0.056273824,0.068615092
34178,0.062776745,0.065160473
34455,0.246390966,0.241297737
35321,0.960697601,0.968181249
35380,0.341423771,0.459924515
35515,0.019284559,0.015996681
36717,0.459268254,0.521609524
36852,0.008459753,0.008306806
37452,0.970690297,0.992184174
37995,0.995957143,0.995742857
38054,0.358988855,0.50579933
38189,0.014026596,0.012998554
38789,0.5760783,0.7091513
39332,0.737,0.782
