,2008 [YR2008],2012 [YR2012]
559,0.486,0.5525
618,0.018038797,0.018198998
753,0.109770853,0.104790873
1030,0.001,0.001
1896,0.961007504,0.961096639
1955,0.183161069,0.328478081
2090,0.01976,0.01805
2690,0.937142721,0.932825642
3233,0.8392,0.824
3292,0.105061414,0.140994401
3427,0.023603278,0.022799221
5966,0.840298918,1.257028825
6101,0.003713141,0.003395609
7244,0.506195465,0.519481106
7303,0.039754115,0.064308813
7438,0.184976814,0.18118585
7715,0.02103062,0.021750268
8038,0.9182146,0.9182146
8581,0.979233359,0.979972331
8640,0.364,0.44
8775,0.011456796,0.010369628
9918,0.980196748,0.984147004
9977,0.284182287,0.362449486
10112,0.015534586,0.014287355
10389,0.004005647,0.004023531
11255,0.9706,0.982
11314,0.063340652,0.073246358
11449,0.018277744,0.014146512
11726,0.001,0.001
12592,0.966760843,0.973015457
12651,0.323840651,0.370836047
13386,0.9626131,0.9626131
13988,0.7152,0.78075
14123,0.00518,0.0048
15325,0.722911905,0.832321775
15460,0.00428,0.0039
16060,0.838477825,0.854031434
16603,0.7972,0.8105
16662,0.159085667,0.202423614
16797,0.043747028,0.038966713
17074,0.00148548,0.001528621
17940,0.977093963,0.979731346
17999,0.276,0.295
18134,0.018078267,0.017527968
18411,0.035197481,0.036404674
19336,0.350621346,0.418772277
19471,0.010649283,0.010204699
20614,0.816369114,0.829536407
20673,0.0228,0.038
20808,0.05652,0.04835
21085,0.001,0.001
21951,0.998,0.998
22010,0.5994,0.6545
22145,0.019931724,0.019099274
22422,0.009195353,0.009813973
23288,0.996,0.996
23347,0.218,0.2845
23435,5.76E-05,3.63E-07
23482,0.007417951,0.00595266
23759,0.003499745,0.003899781
24082,0.985132197,0.983572888
24684,0.669255344,0.75310783
24819,0.004671283,0.004530225
25419,0.984479469,0.981902134
25962,0.942234286,0.965142857
26021,0.11297912,0.127806938
26156,0.020266036,0.019641571
26433,0.016654348,0.01609745
27299,0.729399959,0.746499828
27358,0.019347066,0.023929443
27493,0.105998913,0.10160503
27770,0.01265145,0.012009384
28695,0.770211573,0.85477941
29973,0.9386,0.9595
30032,0.067610096,0.094242068
30167,0.0529,0.0472
30444,0.001416667,0.001513889
31310,0.854209977,0.869939229
31369,0.130783881,0.212456768
31504,0.050260122,0.045131172
31781,0.003,0.003
32647,0.98913387,0.992724457
32706,0.302775681,0.377432002
32841,0.008435631,0.007680396
33984,0.962781819,0.965108507
34043,0.056968589,0.065979243
34178,0.062872095,0.064683727
34455,0.246069159,0.24241478
35321,0.961037121,0.966651041
35380,0.347948525,0.434737096
35515,0.019141471,0.016663901
36717,0.461761905,0.50914127
36852,0.008451704,0.008339005
37452,0.973486836,0.986271412
37995,0.995948571,0.995785714
38054,0.363506626,0.477566108
38189,0.013971915,0.013215462
38789,0.58140122,0.6825367
39332,0.7388,0.773
39391,0.008226949,0.010507943
39526,0.135194758,0.118591108
39803,0.0114,0.0095
40669,0.739782857,0.745428571
40728,0.006896397,0.006321772
40863,0.122085387,0.115983384
41140,0.014533347,0.014577418
41463,0.939757269,0.945064223
42006,0.868466889,0.87944537
42065,0.091678051,0.119689918
42200,0.025971027,0.024870592
42477,0.002757255,0.002525164
42800,0.990034252,1.024114797
43343,0.6024,0.648
43402,0.005347219,0.006610709
43537,0.050467165,0.040946786
43814,0.009504774,0.008541969
44680,0.696404294,0.716097064
44739,0.036003105,0.064065875
44874,0.113244185,0.108311759
45151,0.048418722,0.046724514
46017,0.998,0.998
46076,0.7368,0.752
46211,0.005834552,0.005488688
47354,0.952472726,0.957552352
47413,0.565,0.7075
48148,0.571711946,0.560126134
