,2008 [YR2008],2012 [YR2012]
559,0.486,0.5875
618,0.018038797,0.017878597
753,0.109770853,0.102107222
1030,0.001,0.001
1896,0.961007504,0.961135294
1955,0.183161069,0.399724851
2090,0.01976,0.01715
2690,0.937142721,0.930354739
3233,0.8392,0.816
3292,0.105061414,0.159587399
3427,0.023603278,0.022278909
5966,0.840298918,1.476360355
6101,0.003713141,0.003233852
7244,0.506195465,0.526473548
7303,0.039754115,0.077232338
7438,0.184976814,0.17882019
7715,0.02103062,0.022050375
8038,0.9182146,0.9182146
8581,0.979233359,0.980361263
8640,0.364,0.48
8775,0.011456796,0.009797479
9918,0.980196748,0.986205805
9977,0.284182287,0.403642748
10112,0.015534586,0.013642297
10389,0.004005647,0.004032943
11255,0.9706,0.988
11314,0.063340652,0.078459888
11449,0.018277744,0.011365117
11726,0.001,0.001
12592,0.966760843,0.976221639
12651,0.323840651,0.395570466
13386,0.9626131,0.9626131
13988,0.7152,0.81525
14123,0.00518,0.0046
15325,0.722911905,0.887770485
15460,0.00428,0.0037
16060,0.838477825,0.861810368
16603,0.7972,0.8175
16662,0.159085667,0.22523306
16797,0.043747028,0.036433398
17074,0.00148548,0.001340069
17940,0.977093963,0.981223884
17999,0.276,0.305
18134,0.018078267,0.017259156
18411,0.035197481,0.036966543
19336,0.350621346,0.454641188
19471,0.010649283,0.009966579
20614,0.816369114,0.83655097
20673,0.0228,0.046
20808,0.05652,0.04405
21085,0.001,0.001
21951,0.998,0.998
22010,0.5994,0.6835
22145,0.019931724,0.018698984
22422,0.009195353,0.010139562
23288,0.996,0.996
23347,0.218,0.3195
23435,5.76E-05,-2.35E-05
23482,0.007417951,0.005173724
23759,0.003499745,0.004259693
24082,0.985132197,0.982643484
24684,0.669255344,0.796590962
24819,0.004671283,0.004462315
25419,0.984479469,0.978763628
25962,0.942234286,0.9772
26021,0.11297912,0.135489714
26156,0.020266036,0.019298199
26433,0.016654348,0.015736431
27299,0.729399959,0.75549976
27358,0.019347066,0.02634122
27493,0.105998913,0.098807042
27770,0.01265145,0.011613137
28695,0.770211573,0.899288798
29973,0.9386,0.9705
30032,0.067610096,0.108258895
30167,0.0529,0.0442
30444,0.001416667,0.001319444
31310,0.854209977,0.878314921
31369,0.130783881,0.255442498
31504,0.050260122,0.042383641
31781,0.003,0.003
32647,0.98913387,0.994614239
32706,0.302775681,0.416724803
