,2008 [YR2008],2012 [YR2012]
559,0.486,0.57
618,0.018038797,0.018038797
753,0.109770853,0.103449047
1030,0.001,0.001
1896,0.961007504,0.961115967
1955,0.183161069,0.364101466
2090,0.01976,0.0176
2690,0.937142721,0.93159019
3233,0.8392,0.82
3292,0.105061414,0.1502909
3427,0.023603278,0.022539065
5966,0.840298918,1.36669459
6101,0.003713141,0.003314731
7244,0.506195465,0.522977327
7303,0.039754115,0.070770575
7438,0.184976814,0.18000302
7715,0.02103062,0.021900321
8038,0.9182146,0.9182146
8581,0.979233359,0.980166797
8640,0.364,0.46
8775,0.011456796,0.010083554
9918,0.980196748,0.985176405
9977,0.284182287,0.383046117
10112,0.015534586,0.013964826
10389,0.004005647,0.004028237
11255,0.9706,0.985
11314,0.063340652,0.075853123
11449,0.018277744,0.012755815
11726,0.001,0.001
12592,0.966760843,0.974618548
12651,0.323840651,0.383203257
13386,0.9626131,0.9626131
13988,0.7152,0.798
14123,0.00518,0.0047
15325,0.722911905,0.86004613
15460,0.00428,0.0038
16060,0.838477825,0.857920901
16603,0.7972,0.814
16662,0.159085667,0.213828337
16797,0.043747028,0.037700056
17074,0.00148548,0.001434345
17940,0.977093963,0.980477615
17999,0.276,0.3
18134,0.018078267,0.017393562
18411,0.035197481,0.036685609
19336,0.350621346,0.436706732
19471,0.010649283,0.010085639
20614,0.816369114,0.833043688
20673,0.0228,0.042
20808,0.05652,0.0462
21085,0.001,0.001
21951,0.998,0.998
22010,0.5994,0.669
22145,0.019931724,0.018899129
22422,0.009195353,0.009976767
23288,0.996,0.996
23347,0.218,0.302
23435,5.76E-05,-1.16E-05
23482,0.007417951,0.005563192
23759,0.003499745,0.004079737
24082,0.985132197,0.983108186
24684,0.669255344,0.774849396
24819,0.004671283,0.00449627
25419,0.984479469,0.980332881
25962,0.942234286,0.971171429
26021,0.11297912,0.131648326
26156,0.020266036,0.019469885
26433,0.016654348,0.015916941
27299,0.729399959,0.750999794
27358,0.019347066,0.025135332
27493,0.105998913,0.100206036
27770,0.01265145,0.01181126
28695,0.770211573,0.877034104
29973,0.9386,0.965
30032,0.067610096,0.101250481
30167,0.0529,0.0457
30444,0.001416667,0.001416667
31310,0.854209977,0.874127075
31369,0.130783881,0.233949633
31504,0.050260122,0.043757407
31781,0.003,0.003
32647,0.98913387,0.993669348
32706,0.302775681,0.397078403
32841,0.008435631,0.007496475
33984,0.962781819,0.965730208
34043,0.056968589,0.068615092
34178,0.062872095,0.065160473
34455,0.246069159,0.241297737
35321,0.961037121,0.968181249
35380,0.347948525,0.459924515
35515,0.019141471,0.015996681
36717,0.461761905,0.521609524
36852,0.008451704,0.008306806
37452,0.973486836,0.992184174
37995,0.995948571,0.995742857
38054,0.363506626,0.50579933
38189,0.013971915,0.012998554
38789,0.58140122,0.7091513
39332,0.7388,0.782
39391,0.008226949,0.011109532
39526,0.135194758,0.114089329
39803,0.0114,0.009
40669,0.739782857,0.746914286
40728,0.006896397,0.006186126
40863,0.122085387,0.114240061
41140,0.014533347,0.014492902
41463,0.939757269,0.946023568
42006,0.868466889,0.882334445
42065,0.091678051,0.127061462
42200,0.025971027,0.02454471
42477,0.002757255,0.002430197
42800,0.990034252,1.032307917
43343,0.6024,0.66
43402,0.005347219,0.006952851
43537,0.050467165,0.038496143
43814,0.009504774,0.008250363
44680,0.696404294,0.721316476
44739,0.036003105,0.07101905
44874,0.113244185,0.106894111
45151,0.048418722,0.046269417
46017,0.998,0.998
46076,0.7368,0.756
46211,0.005834552,0.005406426
47354,0.952472726,0.958862823
47413,0.565,0.745
48148,0.571711946,0.555266061
48691,0.659773478,0.671132388
48750,0.004031816,0.005287018
48885,0.14858,0.1409
50028,0.484982857,0.496914286
50087,0.009899703,0.014195272
50222,0.168509067,0.161183694
50499,0.03094813,0.028023062
52159,0.9492944,0.9492944
52702,0.975773567,0.983351152
52761,0.375039129,0.439195643
52896,0.009142617,0.009973392
53173,0.00287358,0.002721307
54039,0.891672549,0.91807715
54098,0.207757449,0.478839489
54186,0.00033435,0.000213096
54233,0.019090864,0.016660904
54833,0.935020876,0.932137108
55376,0.907709635,0.910548175
55435,0.253637846,0.354513416
55570,0.020155342,0.018599796
55847,0.005,0.005
56772,0.026865044,0.03432522
56907,0.088388516,0.082963417
57184,0.001,0.001
58050,0.4542,0.459
58109,0.004097914,0.005753384
58244,0.166069373,0.157214365
58521,0.013,0.013
59387,0.731357745,0.745086951
59446,0.03210733,0.050148473
59581,0.108242306,0.10103292
59858,0.032974738,0.0298557
60724,0.96068024,0.964183858
60783,0.299464864,0.361324318
60918,0.010384659,0.010271305
61195,0.003,0.003
62061,0.791527734,0.796985888
62120,0.020291954,0.029763912
62255,0.122686967,0.114565567
62532,0.039955847,0.030747923
62855,0.9901967,0.9888719
63398,0.985,0.985
63457,0.436613893,0.536821867
63592,0.006018014,0.005302577
64192,0.99082296,0.976322002
64735,0.927402573,0.933012864
64794,0.120084425,0.127805743
64882,0.000214385,0.000243746
64929,0.006460537,0.006685782
65206,0.001,0.001
66866,0.9934184,0.9934184
67468,0.427851557,0.508457787
67603,0.004127115,0.003217539
68746,0.998,0.998
