,2008 [YR2008],2012 [YR2012]
559,0.4825,0.5525
618,0.017958697,0.017958697
753,0.109626758,0.102778134
1030,0.001,0.001
1896,0.961006253,0.961096639
1955,0.177694416,0.328478081
2090,0.019715,0.017375
2690,0.936987706,0.930972465
3233,0.8388,0.818
3292,0.103303163,0.140994401
3427,0.023561884,0.022408987
5966,0.818365765,1.257028825
6101,0.003705902,0.003274291
7244,0.505496221,0.519481106
7303,0.038461763,0.064308813
7438,0.184799882,0.179411605
7715,0.021025516,0.021750268
8038,0.9182146,0.9182146
8581,0.979194466,0.979972331
8640,0.36,0.44
8775,0.011428196,0.009940516
9918,0.97999729,0.984147004
9977,0.28006296,0.362449486
10112,0.015504135,0.013803562
10389,0.004004706,0.004023531
11255,0.97,0.982
11314,0.062819299,0.073246358
11449,0.018042556,0.012060466
11726,0.001,0.001
12592,0.966467369,0.973015457
12651,0.321367209,0.370836047
13386,0.9626131,0.9626131
13988,0.71175,0.78075
14123,0.00517,0.00465
15325,0.718043255,0.832321775
15460,0.00427,0.00375
16060,0.837828871,0.854031434
16603,0.7965,0.8105
16662,0.156804723,0.202423614
16797,0.043617614,0.037066727
17074,0.001442604,0.001387207
17940,0.976911636,0.979731346
17999,0.275,0.295
18134,0.018068122,0.017326359
18411,0.035164567,0.036404674
19336,0.347034455,0.418772277
19471,0.010636723,0.010026109
20614,0.815640929,0.829536407
20673,0.022,0.038
20808,0.056305,0.045125
21085,0.001,0.001
21951,0.998,0.998
22010,0.5965,0.6545
22145,0.019917701,0.018799057
22422,0.009162795,0.009813973
23288,0.996,0.996
23347,0.2145,0.2845
23435,5.75E-05,-1.75E-05
23482,0.00737778,0.005368458
23759,0.003416454,0.003899781
24082,0.985068514,0.982875835
24684,0.665112787,0.75310783
24819,0.00466889,0.004479292
25419,0.984040392,0.979548254
25962,0.941028571,0.965142857
26021,0.112249267,0.127806938
26156,0.020246539,0.019384042
26433,0.016625543,0.015826686
27299,0.728499966,0.746499828
27358,0.019105889,0.023929443
27493,0.105782156,0.099506539
27770,0.012622405,0.011712199
28695,0.765760634,0.85477941
29973,0.9375,0.9595
30032,0.066208414,0.094242068
30167,0.05275,0.04495
30444,0.001368056,0.001368056
31310,0.853341648,0.869939229
31369,0.126485308,0.212456768
31504,0.050115132,0.043070524
31781,0.003,0.003
32647,0.988944891,0.992724457
32706,0.2988464,0.377432002
32841,0.008421933,0.007404515
33984,0.962651515,0.965108507
34043,0.056273824,0.065979243
34178,0.062776745,0.064683727
34455,0.245908256,0.240739215
35321,0.960697601,0.966651041
35380,0.341423771,0.434737096
