,2008 [YR2008],2012 [YR2012]
559,0.465,0.465
618,0.019,0.019
753,0.108618089,0.098081745
1030,0.001,0.001
1896,0.961,0.961
1955,0.150361154,0.150361154
2090,0.021366246,0.024078927
2690,0.935832147,0.925851368
3233,0.844,0.844
3292,0.094511906,0.094511906
3427,0.02327213,0.021498442
5966,0.7087,0.7087
6101,0.0038,0.0038
7244,0.502,0.502
7303,0.032,0.032
7438,0.189250163,0.194269815
7715,0.021,0.021
8038,0.5,0.64
8581,0.979302521,0.980512605
8640,0.34,0.34
8775,0.0118,0.0118
9918,0.979,0.979
9977,0.259466329,0.259466329
10112,0.015290977,0.012674711
10389,0.004181513,0.004907563
11255,0.967,0.967
11314,0.063855724,0.078428485
11449,0.016357448,0.007236791
11726,0.001,0.001
12592,0.968327731,0.981638655
12651,0.327695799,0.402478996
13386,0.9626131,0.9626131
13988,0.6945,0.6945
14123,0.0051,0.0043
15325,0.6937,0.6937
15460,0.0042,0.0034
16060,0.839841164,0.850931716
16603,0.793,0.793
16662,0.1454,0.1454
16797,0.0453,0.0453
17074,0.002,0.002
17940,0.976,0.976
17999,0.27,0.27
18134,0.017997111,0.016855936
18411,0.035224189,0.035628988
19336,0.349008698,0.428643489
19471,0.010548805,0.009609399
20614,0.812,0.812
20673,0.018,0.018
20808,0.0548,0.0376
21085,0.001,0.001
21951,0.996883012,0.994083067
22010,0.582,0.582
22145,0.01981954,0.018098549
22422,0.009423529,0.011117647
23288,0.996,0.996
23347,0.197,0.197
23435,6.00E-05,6.00E-05
23482,0.007266687,0.004733437
23759,0.003,0.003
24082,0.9858964,0.9858964
24684,0.683388296,0.839341482
24819,0.004652139,0.004360449
25419,0.973647511,0.973647511
25962,0.947463866,0.997319328
26021,0.115170756,0.141453781
26156,0.0205,0.0205
26433,0.016790146,0.016107288
27299,0.733257143,0.770285714
27358,0.0179,0.0179
27493,0.104264855,0.09461006
27770,0.012711773,0.012406419
28695,0.74350594,0.74350594
29973,0.942262107,0.96968708
30032,0.0592,0.0592
30167,0.0517,0.0397
30444,0.002,0.002
31310,0.849,0.849
31369,0.104992443,0.104992443
31504,0.049100203,0.038262345
31781,0.002992302,0.002972818
32647,0.988,0.988
32706,0.2792,0.2792
32841,0.009285749,0.010776811
33984,0.962,0.962
34043,0.049648925,0.04037555
34178,0.063253491,0.067067455
34455,0.242984332,0.227949252
35321,0.959,0.959
35380,0.3088,0.3088
35515,0.018569118,0.013327802
36717,0.4468,0.4468
36852,0.008778593,0.009489509
37452,0.9567076,0.9567076
37995,0.995818487,0.995092437
38054,0.3364,0.3364
38189,0.013753192,0.012130923
38789,0.562166151,0.612975957
39332,0.745667227,0.816336134
39391,0.0075,0.0075
39526,0.131257931,0.096082216
39803,0.012,0.012
40669,0.74102521,0.75312605
40728,0.006520116,0.004907773
40863,0.120342312,0.107266768
41140,0.014295516,0.013029752
41463,0.9402675,0.9402675
42006,0.865,0.865
42065,0.082832198,0.082832198
42200,0.025618378,0.023241183
42477,0.003,0.003
42800,0.9831492,0.9831492
43343,0.588,0.588
43402,0.005196471,0.006382353
43537,0.0532,0.0532
43814,0.01,0.01
44680,0.700722525,0.743612627
44739,0.0293,0.0293
44874,0.111806976,0.101223519
45151,0.048355871,0.046318395
46017,0.998,0.998
46076,0.732,0.732
46211,0.00579092,0.005077376
47354,0.951,0.951
47413,0.551462185,0.677310924
48148,0.442682505,0.24350976
48691,0.657,0.657
48750,0.00375816,0.00375816
48885,0.1473,0.1345
50028,0.487082353,0.507411765
50087,0.008472245,0.008472245
50222,0.167248446,0.155039491
50499,0.031314247,0.030148717
52159,0.5,0.64
52702,0.974,0.974
52761,0.380720994,0.467604968
52896,0.009171028,0.010555654
53173,0.003,0.003
54039,0.885,0.885
54098,0.16,0.16
54186,0.5,0.64
54233,0.018484774,0.01443484
54833,0.947415492,0.983870262
55376,0.908391597,0.913957983
55435,0.218,0.218
55570,0.019925571,0.017332994
55847,0.004951656,0.004812386
56772,0.025,0.025
56907,0.087514194,0.078472361
57184,0.001,0.001
58050,0.453,0.453
58109,0.0037,0.0037
58244,0.164848955,0.150090608
58521,0.013,0.013
59387,0.733942718,0.74953764
59446,0.027597044,0.027597044
59581,0.107337176,0.095321533
59858,0.034,0.034
60724,0.96,0.96
60783,0.301183183,0.369915917
60918,0.010374431,0.010185508
61195,0.003,0.003
62061,0.79,0.79
62120,0.018,0.018
62255,0.121344945,0.107809279
62532,0.042,0.042
62855,0.9905279,0.9905279
63398,0.984970999,0.984930622
63457,0.4144,0.4144
63592,0.006873633,0.008446767
64192,0.989202733,0.964622743
64735,0.928421969,0.938109847
64794,0.1169,0.1169
64882,0.5,0.64
64929,0.006500894,0.006876303
65206,0.001,0.001
66866,0.9934184,0.9934184
67468,0.432367576,0.531037882
67603,0.00517675,0.007139449
68746,0.998,0.998
68805,0.5193,0.5193
68940,0.004190485,0.002152423
69540,0.970944,0.970944
70142,0.8503,0.8503
70277,0.00437848,0.003389965
71420,0.889,0.889
71479,0.0162,0.0162
71614,0.0938,0.0938
71891,0.019517565,0.017587824
72816,0.40274463,0.40274463
72951,0.013569679,0.013389704
73551,0.844308595,0.844308595
74094,0.831,0.831
74153,0.1766,0.1766
74288,0.0306,0.0266
74565,0.009670482,0.009116861
75431,0.841868114,0.865340569
75490,0.108,0.108
75625,0.026223379,0.022913982
75902,0.006242017,0.007210084
76768,0.987327731,1.000638655
76827,0.1603,0.1603
76962,0.025486482,0.020257576
