,2008 [YR2008],2012 [YR2012]
559,0.486,0.5525
618,0.017757258,0.01382191
753,0.1097,0.104
1030,0.001,0.001
1896,0.9604,0.9585
1955,0.182917899,0.286014257
2090,0.01976,0.01805
2690,0.93690404,0.93025765
3233,0.8392,0.824
3292,0.10696314,0.146392046
3427,0.0235,0.0216
5966,0.840298918,1.257028825
6101,0.00368,0.0033
7244,0.5062,0.5195
7303,0.039754115,0.064308813
7438,0.1847,0.1771
7715,0.0216,0.0235
8038,0.9182146,0.9182146
8581,0.9796,0.9815
8640,0.364,0.44
8775,0.0115,0.01055
9918,0.9802,0.984
9977,0.289582914,0.384952099
10112,0.01554,0.0144
10389,0.004,0.004
11255,0.9706,0.982
11314,0.062549328,0.069949174
11449,0.02038,0.0181
11726,0.001,0.001
12592,0.9668,0.9725
12651,0.3264,0.3815
13386,0.97153768,0.99979885
13988,0.7152,0.78075
14123,0.00518,0.0048
15325,0.72832,0.83795
15460,0.00428,0.0039
16060,0.8327025,0.8267441
16603,0.7972,0.8105
16662,0.160686936,0.209095568
16797,0.04362,0.0383
17074,0.002,0.002
17940,0.9766,0.9785
17999,0.276,0.295
18134,0.01814,0.01795
18411,0.0356,0.0375
19336,0.357096286,0.44575119
19471,0.01068,0.0103
20614,0.8162,0.8295
20673,0.0228,0.038
20808,0.05652,0.04835
21085,0.001,0.001
21951,0.998,0.998
22010,0.5994,0.6545
22145,0.02004,0.01985
22422,0.009,0.009
23288,0.996,0.996
23347,0.218,0.2845
23435,2.40E-05,-9.00E-05
23482,0.00742,0.0059
23759,0.003,0.003
24082,0.99395002,1.01945315
24684,0.67272,0.7624
24819,0.00464,0.00445
25419,0.98828998,0.98367165
25962,0.9422,0.965
26021,0.111349931,0.120058048
26156,0.02026,0.0195
26433,0.017,0.017
27299,0.7294,0.7465
27358,0.019412874,0.024203643
27493,0.10542,0.09535
27770,0.013,0.013
28695,0.770211573,0.85477941
29973,0.9386,0.9595
30032,0.067610096,0.094242068
30167,0.0529,0.0472
30444,0.0026,0.0045
31310,0.8538,0.869
31369,0.130783881,0.212456768
31504,0.05014,0.04425
31781,0.0024,5.00E-04
32647,0.9892,0.993
32706,0.295985686,0.349140358
32841,0.00848,0.0081
33984,0.9626,0.9645
34043,0.058740402,0.077551675
34178,0.06182,0.0603
34455,0.2456,0.238
35321,0.9608,0.9665
35380,0.325009719,0.376340495
35515,0.0191,0.01625
36717,0.461761905,0.50914127
36852,0.00844,0.00825
37452,0.97685866,1.04067035
