,2008 [YR2008],2012 [YR2012]
559,0.49994605,0.639730248
618,0.017369912,0.017369912
753,0.108618072,0.098081402
1030,0.001,0.001
1896,0.961,0.961
1955,0.207705931,0.550534336
2090,0.0203,0.0203
2690,0.919733109,0.919733109
3233,0.844,0.844
3292,0.111196712,0.185413277
3427,0.023272113,0.021497939
5966,0.851962422,1.561882753
6101,0.0038,0.0038
7244,0.502,0.502
7303,0.047712204,0.146287247
7438,0.1871,0.1871
7715,0.021654014,0.024270072
8038,0,0
8581,0.979,0.979
8640,0.38,0.54
8775,0.0118,0.0118
9918,0.979,0.979
9977,0.298926003,0.4567647
10112,0.015290988,0.012675032
10389,0.004109244,0.004546218
11255,0.967,0.967
11314,0.065436462,0.086332173
11449,0.024270544,0.031821464
11726,0.001,0.001
12592,0.965,0.965
12651,0.338,0.454
13386,0.936419076,0.936419076
13988,0.6945,0.6945
14123,0.0051,0.0043
15325,0.741024872,0.96850872
15460,0.0042,0.0034
16060,0.8345841,0.8345841
16603,0.793,0.793
16662,0.1454,0.1454
16797,0.0453,0.0453
17074,0.002,0.002
17940,0.976,0.976
17999,0.28,0.32
18134,0.017997112,0.01685593
18411,0.036044782,0.04022391
19336,0.365162696,0.509413482
19471,0.010546211,0.009481873
20614,0.812,0.812
20673,0.02528896,0.048799748
20808,0.0548,0.0376
21085,0.001,0.001
21951,0.998,0.998
22010,0.611,0.727
22145,0.019830638,0.017393841
22422,0.008994022,0.010448645
23288,0.996,0.996
23347,0.197,0.197
23435,8.98E-05,8.05E-05
23482,0.0079,0.0079
23759,0.003088722,0.003443609
24082,0.991941877,1.016123784
24684,0.685909607,0.86200615
24819,0.004629252,0.004615072
25419,0.973647984,0.973647984
25962,0.935,0.935
26021,0.117586706,0.120110044
26156,0.0205,0.0205
26433,0.016405279,0.015374492
27299,0.724,0.724
27358,0.020303364,0.029916818
27493,0.104264842,0.094609922
27770,0.012610149,0.011959444
28695,0.788015328,0.96605288
29973,0.932,0.932
30032,0.074677856,0.151199574
30167,0.051709712,0.041075887
30444,0.002,0.002
31310,0.849,0.849
31369,0.147978173,0.319921093
31504,0.049022868,0.037554105
31781,0.003,0.003
32647,0.988,0.988
32706,0.318591685,0.476158425
32841,0.0086,0.0086
33984,0.962,0.962
34043,0.056456724,0.065146601
34178,0.063253454,0.067067272
34455,0.246183631,0.249346609
35321,0.959,0.959
35380,0.396793467,0.621762253
35515,0.018569109,0.013327642
36717,0.471736508,0.57148254
36852,0.0085,0.0085
37452,0.998998864,0.96736929
37995,0.996,0.996
38054,0.386015409,0.725938285
38189,0.013753199,0.012131075
38789,0.498188142,0.549988013
39332,0.748309244,0.829546218
39391,0.008607283,0.013036413
39526,0.13125788,0.096079158
39803,0.012,0.012
40669,0.738,0.738
40728,0.007424074,0.00912037
40863,0.120342503,0.107272871
41140,0.014039718,0.012056211
41463,0.94573128,0.943964726
42006,0.865,0.865
42065,0.097575286,0.156547638
42200,0.0257,0.0245
42477,0.003,0.003
42800,0.662658039,0.518625859
43343,0.605082041,0.673410204
43402,0.005645418,0.008323751
43537,0.0532,0.0532
43814,0.009190686,0.00722939
44680,0.69,0.69
44739,0.0398357,0.103777242
44874,0.11180703,0.101225187
45151,0.048088029,0.04517533
46017,0.998,0.998
46076,0.74,0.772
46211,0.005826471,0.005797059
47354,0.951,0.951
47413,0.52,0.52
48148,0.442682505,0.24350976
48691,0.657,0.657
48750,0.004193443,0.006287928
48885,0.14680261,0.126599715
50028,0.482,0.482
50087,0.011134032,0.02178118
50222,0.167248527,0.155040521
50499,0.032939909,0.036699547
52159,0,0
52702,0.974,0.974
52761,0.385573686,0.491868432
52896,0.009171027,0.010555675
53173,0.003,0.003
54039,0.885,0.885
54098,0.214768474,0.43384237
54186,0.000348323,0.000417532
54233,0.018497299,0.015475441
54833,0.893568157,0.993377165
55376,0.907,0.907
55435,0.267444667,0.48447642
55570,0.019925579,0.017333034
55847,0.005,0.005
56772,0.028,0.04
56907,0.087514206,0.078472503
57184,0.001,0.001
58050,0.453,0.453
58109,0.004350343,0.007089947
58244,0.164848877,0.150089563
58521,0.013,0.013
59387,0.728,0.728
59446,0.035779577,0.079739515
59581,0.107337173,0.095321515
59858,0.034,0.034
60724,0.96,0.96
60783,0.309905564,0.413527818
60918,0.010374427,0.010185468
61195,0.003088722,0.003443609
62061,0.79,0.79
62120,0.021833742,0.03787946
62255,0.121,0.1032
62532,0.039843259,0.035205217
62855,0.954963801,0.954963801
63398,0.985,0.985
63457,0.45702218,0.614754251
63592,0.00654584,0.007391251
64192,0.9865396,0.9865396
64735,0.926,0.926
64794,0.125515539,0.155004425
64882,0.000104654,0.000154225
64929,0.006550675,0.008134989
65206,0.001,0.001
66866,0.947057814,0.947057814
67468,0.441374105,0.576070523
67603,0.005079904,0.006766982
68746,0.998,0.998
68805,0.574004637,0.792823185
68940,0.004404754,0.003397951
69540,0.965233756,0.965233756
70142,0.860881579,0.903207893
70277,0.0044,0.0036
71420,0.889,0.889
71479,0.019651612,0.037040039
71614,0.095236543,0.098562151
71891,0.018175294,0.012341637
72816,0.421317951,0.495611235
72951,0.013571048,0.013417785
73551,0.844308608,0.844308608
74094,0.831,0.831
74153,0.20427928,0.314996402
74288,0.030668191,0.027710552
74565,0.009600679,0.009216032
75431,0.836,0.836
75490,0.144,0.288
75625,0.026302941,0.024144118
75902,0.006164706,0.006823529
76768,0.984,0.984
76827,0.18005552,0.259077602
76962,0.0255,0.0207
77239,0.001,0.001
77562,0.893222199,0.99555064
78105,0.882,0.882
78164,0.0672,0.0916
78299,0.019164516,0.016267747
78576,0.007175368,0.006624551
79501,0.018350526,0.029467706
79636,0.1176,0.1176
79913,0.058070607,0.070353034
80236,0.445106316,0.499534767
80838,0.0041,0.0041
80973,0.0611,0.0537
81250,0.00959017,0.009313602
81573,0.950123955,0.930787699
82116,0.991,0.991
82175,0.684144931,0.781420462
82310,0.005533038,0.00427967
83453,0.439171603,0.511858016
83512,0.004294073,0.006670365
83647,0.087161848,0.059426502
83924,0.019323112,0.015206572
84849,0.826005549,1.090827745
85584,0.584390027,0.812481453
86127,0.951,0.951
86186,0.1201493,0.16483326
86321,0.022424412,0.023609902
86598,0.001,0.001
86921,0.978432943,0.809722703
87523,0.84396734,0.9886367
87658,0.003420588,0.003308824
88258,0.981535449,0.939830203
88860,0.767157283,1.192186416
88995,0.0043,0.0039
90197,0.324516751,0.468765373
91475,0.893,0.893
91534,0.072452304,0.108526923
91669,0.0747,0.0747
91946,0.053785735,0.046988235
92269,0.762457374,0.762457374
92812,0.872,0.872
92871,0.075991923,0.128128343
93006,0.083837711,0.070513128
93283,0.014372586,0.015361753
94149,0.949,0.949
94208,0.089931232,0.11925616
94343,0.0237,0.0237
94620,0.002,0.002
94943,0.363121533,-0.081952989
95545,0.786651483,0.918293666
95680,0.004423529,0.004352941
96280,0.723741,0.723741
96823,0.831373722,0.924868608
96882,0.047925726,0.085628631
97017,0.080779535,0.069817023
97294,0.017330826,0.015502607
98160,0.998,0.998
98219,0.442483761,0.706102982
98354,0.0046,0.0034
99556,0.629086745,0.702633725
100834,0.967,0.967
100893,0.23183516,0.267564709
101028,0.0145,0.0145
102171,0.996,0.996
102230,0.484495042,0.576456266
103508,0.915,0.915
103567,0.079824346,0.108013504
103702,0.036805882,0.032288235
103979,0.007552966,0.004913696
104302,0.6956985,0.6956985
104845,0.698,0.698
104904,0.008807349,0.012835733
105039,0.119031776,0.105676633
105316,0.016743405,0.018355158
105595,0.007722354,0.020615416
106182,0.662170828,0.73885414
106241,0.02358929,0.029642116
106376,0.149408002,0.151058104
106653,0.04,0.044
107519,0.934,0.934
107578,0.138,0.138
107713,0.03940829,0.03642508
107990,0.012737061,0.015015806
108856,0.622,0.622
108915,0.080297073,0.113485363
109050,0.083602941,0.075844118
109327,0.023,0.023
109650,0.519610749,0.366384714
110193,0.861,0.861
110252,0.107926425,0.163632123
110387,0.026854767,0.023040796
110664,0.006631599,0.006420675
110987,0.872797015,0.704950358
111589,0.687482806,0.846175053
112324,0.9663615,0.9663615
112926,0.6047502,0.891751001
113061,0.007518647,0.006961514
114263,0.922575462,0.998842914
114398,0.002665595,0.002178358
115541,0.877,0.877
115600,0.044170543,0.0763111
115735,0.066625051,0.056971649
116012,0.003,0.003
116335,0.887230871,0.788354668
116878,0.821,0.821
116937,0.067833047,0.107714249
117072,0.0366,0.0312
